gar	gar
gār	gār
garān	girān
gard	gard
gard	gard
gardan	gardan
gardān	gardān
gardānīdan	gardānīdan
gardidan	gardidan
garm	garm
garmābag	garmāba
garmāg	garmā
garmsēr	garmsēr
garzag	garza
gāw	gāw
gāwars	gāwars
gawazn	gawazn
gawdar	gawdar
gāwdumb	gāwdum
gāwmēš	gāwmēš
gāy	gāy
gayōmart	gayōmart
gaz	gaz
gaz	gaz
gāzar	gāzur
gazdum	každum
gazīdag	gazid
gazīdan	gazīdan
gēhān	gihān
gēhān	ǰahān
gēn	gīn
gēs	gēsū
getīg	gētī
gil	gil
gilag	gila
gilēn	gilīn
gīr	gīr
gird	gird
girdag	girda
gišnīz	gišnīz
giyāh	giyāh
gōgird	gōgird
gōhr	gauhar
gōmēz	gimēz
gōmēz	gimēz
gōn	gūn
gōnag	gūna
gōr	gōr
gōš	gōš
gōš	gōš
gōšag	gōša
gōspand	gōspand
gōšt	gōšt
gōšwār	gōšwār
gōw	gōy
gōwāg	gōyā
gōy	gōy
gōz	gōz
gōzēnag	gōzīna
grāmīg	girāmī
graw	giraw
grawīhagān	giraugān
griftan	giriftan
griftār	giriftār
grih	girih
grīw	girīb
grīwag	giriwa
grīwbān	girībān
grōh	gurōh
guftan	guftan
guftār	guftār
gugārīdan	guwārīdan
gugāy	guwāh
gūh	gūh
gul	gul
gumān	gumān
gumār	gumār
gumbad	gumbad
gund	gund
gung	gung
gurbag	gurba
gurd	gurd
gurdag	gurda
gurg	gurg
gurgānīg	gurgānī
gušn	gušn
gyān	ǰān
gyānabespār	ǰānsipār
gyānwar	ǰānwar
haft	haft
haftād	haftād
haftag	hafta
haftdah	hifdah
hagriz	hargiz
halām	halām
halīlag	halīla
ham	ham
hamāg	hama
hamagīh	hamagī
hamāl	hamāl
hambān	anbāna
hambār	anbār
hambārīdan	anbārdan
hambast	anbast
hambastag	anbasta
hambāz	anbāz
hambōy	anbōyīdan
hambūs	anbūsīdan
hambūsīdan	anbūsīdan
hamdādestān	hamdāstān
hamdam	hamdam
hamē	hamē
hamēdōn	hamēdūn
hamēšag	hamēša
hamēwahār	hamēšabahār
hamkār	hamkār
hammōxtan	āmōxtan
hammōxtārgār	āmōzgār
hammōz	āmōz
hāmōn	hāmūn
hamsāyag	hamsāya
hamtāg	hamtā
hamwar	hamwār
hāmwārag	hamwāra
hamzamān	hamzamān
handām	andām
handarz	andarz
handāz	andāza
handēšīdan	andēšīdan
handūdan	andūdan
hangām	hangām
hangārag	angāra
hangārdan	angārdan
hangēxtan	angēxtan
hanǰām	anjām
hanǰaman	anjuman
hanǰīdan	hanǰīdan
harborz	alburz
harw	har
harzag	harza
hašāgird	šāgird
hašt	hašt
haštād	haštād
haštdah	haštdah
haštdah	hiždah
hāwan	hāwan
hazār	hazār
hazārag	hazāra
hērbed	hērbud
hērīg	hērī
hēzag	hēz
hil	hil
hindūg	hindū
hirz	hirz
hištan	hištan
hōm	hōm
homānāg	hamānā
homānāg	xumānā
hordād	urdād
hōšag	xōša
hrōm	rūm
humāy	humāy
hunar	hunar
hunarōmand	hunarmand
huniyāgar	xunyāgar
huram	xurram
hušk	xušk
hušnūdag	xušnūd
husraw	xusraw
ī	i
īdan	īdan
īg	ī
īh	ī
īhā	hā
im	im
im	am
iš	aš
išn	iš
istan	istan
it	at
īzag	īza
ǰa	ǰa
ǰādūg	ǰādu
ǰagar	ǰigar
ǰahūd	ǰuhūd
ǰām	ǰām
ǰām	ǰām
ǰāmag	ǰāma
ǰāmag	ǰāma
ǰang	ǰang
ǰašn	ǰašn
ǰaw	ǰaw
ǰawdān	ǰawdān
ǰawdānag	ǰawdāna
ǰāwēd	ǰāwēd
ǰawēn	ǰawīn
ǰōy	ǰōy
ǰudāg	ǰudā
ǰumb	ǰumb
ǰumbīdan	ǰumbīdan
ǰuwān	ǰawān
ǰuxt	ǰuft
ǰuy	ǰuy
ka	ki
kabārag	kabāra
kābēn	kābīn
kabīg	kabī
kabk	kabk
kabkanǰīr	kabkanǰīr
kabōd	kabōd
kabōtar	kabōtar
kāč	kāški
kadag	kada
kadagbānūg	kadbānū
kadagxwadāy	kadxudā
kadām	kudām
kaf	kaf
kafč	kafč
kafč	kafč
kafčag	kafča
kafš	kafš
kafšgar	kafšgar
kāh	kāh
kāh	kāh
kāhīdan	kāhīdan
kahrubāy	kahrubā
kahwan	kuhan
kākom	kākom
kam	kam
kām	kām
kamān	kamān
kamān kamar	kamān kamar
kamānband	kamānband
kāmgār	kāmgār
kāmrawāg	kāmrawā
kamzōr	kamzōr
kan	kan
kanār	kanār
kanārag	kanāra
kandan	kandan
kanīzag	kanīzak
kar	kar
kār	kār
kār	kār
karafs	karafs
kārāgāh	kārāgāh
karak	karak
karān	karān
kārawān	kārwān
kārawānīg	kārawānī
karbāš	karbaš
kard	kard
kārd	kārd
kardag	karda
kardagār	kardagār
kardan	kardan
kardār	kardār
kārezār	kārzār
karg	karg
kargās	kargas
kārīg	kārī
kark	kark
karr	karr
kas	kas
kaš	kaš
kasag murw	kāskīna
kašawag	kašaw
kašk	kašk
kāstan	kāstan
kaštig	kaštī
kay	kay
kayk	kayk
kē	ki
kēd	kēd
kehtar	kehtar
ken	kīna
kēnwar	kīnawar
kēr	kēr
keš	kašdan
kēš	kēš
kešīdan	kašdan
kilēl	kild
kirbag	kirfa
kirm	kirm
kiš	kiš
kištan	kištan
kišwar	kišwar
kōb	kōb
kōdak	kōdak
kōf	kōh
kōfag	kōha
kōfīg	kōhī
kōftan	kōftan
kōr	kōr
kōrdil	kōrdil
kōšk	kōšk
kōstan	kōstan
kōxš	kōšīdan
kōxšīdan	kōšīdan
kōy	kōy
kū	kū
kū	ki
kūčak	kūčak
kulāčag	kula
kulāf	kulāh
kulāfak	kulāhak
kulang	kulang
kun	kun
kūn	kūn
kundāg	kunda
kundur	kundur
kunǰid	kunǰid
kurrag	kurra
kuš	kuš
kuštan	kuštan
kustīg	kustī
lab	lab
lābag	lba
laǰan	laǰan
larzīdan	larzīdan
laškar	laškar
laškarīg	laškarīg
lawzēnag	lawzīna
ma	ma
ma	ma
mādar	mādar
mādīyān	mādīyān
magas	magas
māh	māh
māhīg	māhī
māhīgān	māhiyān
mahist	mahist
makōg	makōk
māl	māl
mālīdan	mālīdan
man	man
mān	mān
mān	mān
mānāg	mānā
māndag	mānda
māndan	māndan
mar	mar
mār	mār
māraspand	māraspand
mard	mard
mardānag	mardāna
mardōm	mardum
mardōmzādag	mardumzād
marg	marg
marw	marw
marw	marɣ
marz	marz
marzangōš	marzangōš
marzobān	marzobān
māš	māš
mašk	mašk
mašk	maškō
maškīzag	maškīza
mast	mast
māst	māst
may	may
mayān	miyān
mayānag	mayāna
mayānǰīg	miyānji
mayg	mayg
mazg	maɣz
